iteration,result,exited,return_code,signaled,term_sig,runtime,inject_delay
46,0,True,0,False,0,17.305700063705444,925
47,0,True,0,False,0,17.176743268966675,9210
48,0,True,0,False,0,17.2475004196167,3319
49,0,True,0,False,0,17.393017768859863,5781
50,0,True,0,False,0,17.389791011810303,3698
51,0,True,0,False,0,17.263988256454468,8260
52,0,True,0,False,0,17.26450252532959,10910
53,0,True,0,False,0,17.20068669319153,3850
54,0,True,0,False,0,17.269904136657715,2198
55,0,True,0,False,0,17.202662229537964,5476
56,0,True,0,False,0,17.98705530166626,4413
57,0,True,0,False,0,17.267093658447266,4542
58,0,True,0,False,0,17.32195496559143,12045
59,0,True,0,False,0,17.332502126693726,4615
60,0,True,0,False,0,17.372944593429565,11602
61,0,True,0,False,0,18.443950653076172,10965
62,0,True,0,False,0,17.535398483276367,4341
63,0,True,0,False,0,17.337639093399048,6244
64,0,True,0,False,0,17.41292905807495,2096
65,0,True,0,False,0,17.33120346069336,9664
66,0,True,0,False,0,17.403174877166748,2437
67,0,True,0,False,0,17.237937688827515,9862
68,0,True,0,False,0,17.39566946029663,5709
69,0,True,0,False,0,17.329674005508423,7868
70,0,True,0,False,0,17.315718412399292,10959
71,0,True,0,False,0,17.293978929519653,2096
72,0,True,0,False,0,17.26618266105652,932
73,0,True,0,False,0,17.19082522392273,4486
74,0,True,0,False,0,17.28257465362549,12165
75,0,True,0,False,0,17.32506799697876,7955
76,0,True,0,False,0,17.33086657524109,5081
77,0,True,0,False,0,17.21761965751648,7595
78,0,True,0,False,0,17.351696968078613,8643
79,0,True,0,False,0,17.280304670333862,6508
80,0,True,0,False,0,17.264015913009644,8072
81,0,True,0,False,0,17.309367179870605,4333
82,0,True,0,False,0,17.211029291152954,7250
83,0,True,0,False,0,17.71129035949707,6920
84,0,True,0,False,0,17.202218532562256,8859
85,0,True,0,False,0,17.145307064056396,4317
86,0,True,0,False,0,17.354515552520752,3813
87,0,True,0,False,0,17.32996153831482,6564
88,0,True,0,False,0,17.271756410598755,7898
89,0,True,0,False,0,17.253265619277954,10199
90,0,True,0,False,0,17.237868070602417,240
91,0,True,0,False,0,17.370718479156494,4041
92,0,True,0,False,0,17.234429359436035,6398
93,0,True,0,False,0,17.283402681350708,2073
94,0,True,0,False,0,17.208660364151,2048
95,0,True,0,False,0,17.258838653564453,6323
96,0,True,0,False,0,17.217753410339355,11124
97,0,True,0,False,0,17.5390362739563,11935
98,0,True,0,False,0,17.32693386077881,7415
99,0,True,0,False,0,17.52602219581604,12493
100,0,True,0,False,0,17.35330367088318,2372
101,0,True,0,False,0,17.27444577217102,6416
102,0,True,0,False,0,17.310970544815063,4641
103,0,True,0,False,0,17.380669355392456,5800
104,0,True,0,False,0,17.728230953216553,9686
105,0,True,0,False,0,17.657370805740356,10490
106,0,True,0,False,0,17.2296404838562,3010
107,2,False,0,True,11,0.9215123653411865,343
108,0,True,0,False,0,18.18942904472351,6312
109,0,True,0,False,0,17.937488794326782,4857
110,0,True,0,False,0,18.052359342575073,4299
111,0,True,0,False,0,18.288395643234253,2450
112,0,True,0,False,0,17.69140648841858,6387
113,0,True,0,False,0,17.73085045814514,1586
114,0,True,0,False,0,17.72208333015442,8759
115,0,True,0,False,0,17.714320182800293,8538
116,2,False,0,True,11,2.6872894763946533,2321
117,0,True,0,False,0,17.521126747131348,5413
118,0,True,0,False,0,17.628234386444092,4268
119,0,True,0,False,0,17.304269552230835,9541
120,0,True,0,False,0,17.301180362701416,4891
121,0,True,0,False,0,17.267852067947388,3678
122,0,True,0,False,0,17.350615739822388,10248
123,0,True,0,False,0,17.324941158294678,3834
124,0,True,0,False,0,17.216450214385986,6307
125,0,True,0,False,0,17.3365740776062,10483
126,0,True,0,False,0,17.176880598068237,12572
127,0,True,0,False,0,17.20731234550476,9323
128,0,True,0,False,0,17.26155972480774,9539
129,2,False,0,True,11,5.121286869049072,4546
130,0,True,0,False,0,17.364713430404663,9807
131,0,True,0,False,0,17.409924745559692,2834
132,0,True,0,False,0,17.319841861724854,5230
133,0,True,0,False,0,17.30310845375061,12205
134,0,True,0,False,0,17.269815921783447,888
135,0,True,0,False,0,17.273453950881958,9151
136,0,True,0,False,0,17.28622794151306,8716
137,0,True,0,False,0,17.241618156433105,12462
138,0,True,0,False,0,17.1932532787323,12697
139,0,True,0,False,0,17.177823543548584,1144
140,0,True,0,False,0,17.324024438858032,6765
141,2,False,0,True,11,7.129129648208618,6593
142,0,True,0,False,0,17.278892993927002,10446
143,0,True,0,False,0,17.325226306915283,135
144,0,True,0,False,0,17.44090175628662,3455
145,0,True,0,False,0,17.224244356155396,11536
146,0,True,0,False,0,17.40441060066223,11276
147,0,True,0,False,0,17.24091100692749,7401
148,0,True,0,False,0,17.367236614227295,4259
149,0,True,0,False,0,17.744138956069946,11221
150,0,True,0,False,0,17.42974090576172,6007
151,0,True,0,False,0,17.305119514465332,1961
152,0,True,0,False,0,17.228885650634766,1504
153,0,True,0,False,0,17.337775945663452,5317
154,0,True,0,False,0,17.44151544570923,5162
155,0,True,0,False,0,17.21565842628479,4555
156,0,True,0,False,0,17.388566255569458,3278
157,0,True,0,False,0,17.240516424179077,291
158,0,True,0,False,0,17.19873547554016,9337
159,0,True,0,False,0,17.20916748046875,2082
160,0,True,0,False,0,17.198628187179565,6341
161,0,True,0,False,0,17.396775245666504,2870
162,0,True,0,False,0,17.59433364868164,7513
163,0,True,0,False,0,17.26389455795288,12167
164,0,True,0,False,0,17.33500027656555,1511
165,0,True,0,False,0,17.258914470672607,594
166,0,True,0,False,0,17.215575456619263,11205
167,0,True,0,False,0,17.198980808258057,2562
168,0,True,0,False,0,17.308353424072266,9248
169,0,True,0,False,0,20.076775312423706,1147
170,0,True,0,False,0,17.419366359710693,9058
171,0,True,0,False,0,17.38153052330017,2870
172,0,True,0,False,0,17.27136468887329,6331
173,0,True,0,False,0,17.35331416130066,12129
174,0,True,0,False,0,17.351543426513672,2036
175,0,True,0,False,0,17.35050320625305,5132
176,0,True,0,False,0,17.348559617996216,2386
177,0,True,0,False,0,17.282405376434326,3389
178,0,True,0,False,0,17.26163101196289,876
179,0,True,0,False,0,17.16495418548584,6723
180,0,True,0,False,0,17.236369848251343,3987
181,0,True,0,False,0,17.17631697654724,10150
182,0,True,0,False,0,17.353806495666504,11531
183,0,True,0,False,0,17.209073066711426,10733
184,0,True,0,False,0,17.25252389907837,10006
185,0,True,0,False,0,17.27873182296753,7007
186,0,True,0,False,0,17.302820205688477,12694
187,0,True,0,False,0,17.3299458026886,11438
188,0,True,0,False,0,17.19836711883545,8650
189,0,True,0,False,0,17.35603618621826,11869
190,0,True,0,False,0,17.565428972244263,1174
191,0,True,0,False,0,17.835306644439697,8330
192,0,True,0,False,0,17.295883655548096,9037
193,0,True,0,False,0,17.271708965301514,11820
194,0,True,0,False,0,17.493467569351196,2071
195,0,True,0,False,0,17.355580806732178,1034
196,0,True,0,False,0,17.290061235427856,11740
197,0,True,0,False,0,17.31203556060791,4731
198,0,True,0,False,0,17.47576379776001,9433
199,0,True,0,False,0,17.29816460609436,7180
200,0,True,0,False,0,17.391207695007324,9993
201,0,True,0,False,0,17.286259651184082,5009
202,0,True,0,False,0,17.200143814086914,12708
203,0,True,0,False,0,17.215846300125122,12687
204,0,True,0,False,0,17.26759433746338,4230
205,0,True,0,False,0,17.23673415184021,11310
206,0,True,0,False,0,17.255027294158936,1495
207,0,True,0,False,0,17.316759824752808,1420
208,0,True,0,False,0,17.240164756774902,7826
209,0,True,0,False,0,17.284486055374146,9398
210,0,True,0,False,0,17.201443195343018,10807
211,0,True,0,False,0,17.27897000312805,3320
212,0,True,0,False,0,17.307626724243164,2873
213,0,True,0,False,0,17.174294233322144,8003
214,0,True,0,False,0,17.33179497718811,9026
215,0,True,0,False,0,17.310686826705933,979
216,0,True,0,False,0,17.382604598999023,8961
217,0,True,0,False,0,17.279247999191284,12154
218,0,True,0,False,0,17.379234313964844,11012
219,0,True,0,False,0,17.352431774139404,7920
220,0,True,0,False,0,17.286349773406982,5241
221,0,True,0,False,0,17.306138277053833,9755
222,0,True,0,False,0,17.30586314201355,11919
223,0,True,0,False,0,17.297086715698242,4022
224,0,True,0,False,0,17.2895188331604,12639
225,0,True,0,False,0,17.28215456008911,12233
226,2,False,0,True,11,1.1492054462432861,838
227,0,True,0,False,0,17.232603073120117,609
228,0,True,0,False,0,17.20725727081299,9043
229,0,True,0,False,0,17.30919122695923,291
230,0,True,0,False,0,17.230984210968018,2334
231,0,True,0,False,0,17.260524034500122,8385
232,0,True,0,False,0,17.273590326309204,5829
233,0,True,0,False,0,17.77474308013916,10416
234,0,True,0,False,0,17.23194980621338,2004
235,0,True,0,False,0,17.419783353805542,7772
236,0,True,0,False,0,17.199045419692993,12571
237,0,True,0,False,0,17.307941436767578,2067
238,0,True,0,False,0,17.297576427459717,8036
239,0,True,0,False,0,17.448182344436646,1059
240,0,True,0,False,0,17.51155400276184,4123
241,0,True,0,False,0,17.336393356323242,882
242,0,True,0,False,0,17.28317427635193,9076
243,0,True,0,False,0,17.380260705947876,7808
244,0,True,0,False,0,17.31284499168396,7651
245,0,True,0,False,0,17.384721994400024,6354
246,0,True,0,False,0,17.386800527572632,7484
247,0,True,0,False,0,17.23451328277588,8341
248,0,True,0,False,0,17.22194504737854,6613
249,0,True,0,False,0,17.299962043762207,6013
250,0,True,0,False,0,17.26837158203125,7255
251,0,True,0,False,0,17.371252059936523,9738
252,0,True,0,False,0,17.36007070541382,1656
253,0,True,0,False,0,17.297796487808228,4142
254,0,True,0,False,0,17.252323389053345,8460
255,0,True,0,False,0,17.353423595428467,5999
256,0,True,0,False,0,17.247840404510498,8728
257,0,True,0,False,0,17.17949151992798,2988
258,0,True,0,False,0,17.183860540390015,10624
259,0,True,0,False,0,17.276077032089233,4942
260,0,True,0,False,0,17.399428844451904,8619
261,0,True,0,False,0,17.460586547851562,11637
262,0,True,0,False,0,17.372352361679077,11034
263,0,True,0,False,0,17.573665618896484,4807
264,0,True,0,False,0,17.23980736732483,10535
265,0,True,0,False,0,17.2663676738739,5071
266,0,True,0,False,0,17.25858163833618,5430
267,0,True,0,False,0,17.221680641174316,8137
268,0,True,0,False,0,17.319233179092407,6097
269,0,True,0,False,0,17.25736904144287,2343
270,0,True,0,False,0,17.229207754135132,11418
271,0,True,0,False,0,17.16824746131897,11553
272,0,True,0,False,0,17.224688291549683,2723
273,0,True,0,False,0,17.184152364730835,8292
274,0,True,0,False,0,17.25533628463745,2238
275,0,True,0,False,0,17.213592767715454,5294
276,0,True,0,False,0,17.248010635375977,5896
277,0,True,0,False,0,17.25920009613037,189
278,0,True,0,False,0,17.228438138961792,367
279,0,True,0,False,0,17.295170545578003,10570
280,0,True,0,False,0,17.299644231796265,3276
281,0,True,0,False,0,17.24420976638794,3444
282,0,True,0,False,0,17.304332494735718,11902
283,0,True,0,False,0,17.3786838054657,1535
284,0,True,0,False,0,17.33475112915039,203
285,0,True,0,False,0,17.303110361099243,3757
286,0,True,0,False,0,17.26068425178528,3196
287,0,True,0,False,0,17.341469287872314,12599
288,0,True,0,False,0,17.28240990638733,4844
289,0,True,0,False,0,17.383034467697144,11201
290,0,True,0,False,0,17.410892248153687,6891
291,0,True,0,False,0,17.31021022796631,9281
292,0,True,0,False,0,17.26610541343689,11509
293,0,True,0,False,0,17.280201196670532,12375
294,0,True,0,False,0,17.30017638206482,10089
295,0,True,0,False,0,17.19276213645935,5333
296,0,True,0,False,0,17.228394985198975,10662
297,0,True,0,False,0,17.288979053497314,2133
298,0,True,0,False,0,17.225003004074097,1967
299,0,True,0,False,0,17.25739026069641,4201
300,0,True,0,False,0,17.451024293899536,3898
301,0,True,0,False,0,17.728536367416382,5480
302,0,True,0,False,0,17.251707553863525,148
303,0,True,0,False,0,17.267895221710205,6126
304,0,True,0,False,0,17.343860626220703,1560
305,0,True,0,False,0,17.39663577079773,6810
306,0,True,0,False,0,17.37665820121765,2898
307,0,True,0,False,0,17.408541917800903,2903
308,0,True,0,False,0,17.465394496917725,6546
309,0,True,0,False,0,17.35889506340027,1808
310,0,True,0,False,0,17.699486255645752,11032
311,0,True,0,False,0,17.188756704330444,7087
312,0,True,0,False,0,17.359833002090454,10850
313,0,True,0,False,0,17.29873037338257,965
314,0,True,0,False,0,17.29256272315979,11215
315,0,True,0,False,0,17.345046758651733,3127
316,0,True,0,False,0,17.421326398849487,11856
317,2,False,0,True,6,18.300679445266724,9986
318,2,False,0,True,11,6.834394931793213,6315
319,0,True,0,False,0,17.332780599594116,5736
320,0,True,0,False,0,17.36215877532959,7369
321,0,True,0,False,0,17.312841176986694,10347
322,0,True,0,False,0,17.35275912284851,12607
323,0,True,0,False,0,17.324149131774902,1543
324,0,True,0,False,0,17.19558024406433,9253
325,0,True,0,False,0,17.348854303359985,5990
326,0,True,0,False,0,17.327167510986328,3690
327,0,True,0,False,0,17.471685886383057,10731
328,0,True,0,False,0,17.228272914886475,2292
329,0,True,0,False,0,17.444046020507812,9367
330,0,True,0,False,0,17.263404846191406,12607
331,0,True,0,False,0,17.192880630493164,10970
332,0,True,0,False,0,17.2642719745636,3813
333,2,False,0,True,11,3.09328556060791,2634
334,0,True,0,False,0,17.26709270477295,924
335,0,True,0,False,0,17.11505150794983,11989
336,0,True,0,False,0,17.303102016448975,4786
337,0,True,0,False,0,17.391444206237793,12257
338,0,True,0,False,0,17.25789976119995,11287
339,0,True,0,False,0,17.251271724700928,1942
340,2,False,0,True,11,17.84148144721985,3779
341,0,True,0,False,0,17.374993085861206,9635
342,0,True,0,False,0,17.325658082962036,12395
343,0,True,0,False,0,17.334491968154907,4062
344,0,True,0,False,0,17.198790073394775,8540
345,0,True,0,False,0,17.336251497268677,2647
346,0,True,0,False,0,17.30596947669983,7164
347,0,True,0,False,0,17.29418706893921,5731
348,0,True,0,False,0,17.825667142868042,6290
349,0,True,0,False,0,17.47389793395996,9806
350,0,True,0,False,0,17.457023859024048,4676
351,0,True,0,False,0,17.46268582344055,5635
352,0,True,0,False,0,17.513428449630737,11845
353,0,True,0,False,0,17.508124589920044,10576
354,0,True,0,False,0,17.37947154045105,316
355,0,True,0,False,0,17.431795597076416,7125
356,0,True,0,False,0,17.55531096458435,2348
357,0,True,0,False,0,17.251110315322876,2798
358,0,True,0,False,0,17.33527970314026,1264
359,0,True,0,False,0,17.247401237487793,885
360,0,True,0,False,0,17.260088682174683,8039
361,0,True,0,False,0,17.281802892684937,7084
362,0,True,0,False,0,17.390047550201416,4953
363,0,True,0,False,0,17.239174604415894,6357
364,0,True,0,False,0,17.215754508972168,3014
365,0,True,0,False,0,17.224104166030884,2846
366,0,True,0,False,0,17.234415292739868,2593
367,0,True,0,False,0,17.291219234466553,4184
368,0,True,0,False,0,17.253098726272583,8663
369,0,True,0,False,0,17.461466550827026,9825
370,0,True,0,False,0,17.24055314064026,31
371,0,True,0,False,0,17.345683574676514,2624
372,0,True,0,False,0,17.318172693252563,9567
373,0,True,0,False,0,17.311556577682495,6221
374,0,True,0,False,0,17.276428699493408,3559
375,0,True,0,False,0,17.281837463378906,3492
376,0,True,0,False,0,17.263922929763794,1391
377,0,True,0,False,0,17.363804817199707,12558
378,0,True,0,False,0,17.274355173110962,12302
379,0,True,0,False,0,17.195425748825073,6298
380,0,True,0,False,0,17.202927827835083,1726
381,0,True,0,False,0,17.289578914642334,11586
382,0,True,0,False,0,17.52124834060669,10135
383,0,True,0,False,0,17.268221139907837,7405
384,0,True,0,False,0,17.380875825881958,8403
385,0,True,0,False,0,17.287242889404297,1439
386,0,True,0,False,0,17.3885657787323,7217
387,0,True,0,False,0,18.087313175201416,2586
388,0,True,0,False,0,18.073957443237305,8010
389,0,True,0,False,0,17.678516626358032,6419
390,0,True,0,False,0,17.243081092834473,10796
391,0,True,0,False,0,17.222090244293213,2499
392,0,True,0,False,0,17.272401571273804,491
393,0,True,0,False,0,17.382449626922607,11224
394,0,True,0,False,0,17.21772837638855,1281
395,0,True,0,False,0,17.308993101119995,378
396,0,True,0,False,0,17.30433678627014,10066
397,0,True,0,False,0,17.30280303955078,3688
398,0,True,0,False,0,17.261532068252563,9982
399,0,True,0,False,0,17.211843967437744,560
400,0,True,0,False,0,17.227720975875854,3142
401,0,True,0,False,0,17.210612535476685,1909
402,0,True,0,False,0,17.272247791290283,5430
403,0,True,0,False,0,17.33639693260193,3682
404,0,True,0,False,0,17.287216186523438,11030
405,0,True,0,False,0,17.2936589717865,3932
406,0,True,0,False,0,17.21736216545105,1943
407,0,True,0,False,0,17.462610960006714,10614
408,0,True,0,False,0,17.264549016952515,8218
409,0,True,0,False,0,17.507780075073242,1621
410,0,True,0,False,0,17.88659119606018,3796
411,0,True,0,False,0,17.225064992904663,7632
412,0,True,0,False,0,17.391184329986572,3164
413,0,True,0,False,0,17.430155515670776,11282
414,0,True,0,False,0,17.300923824310303,4571
415,0,True,0,False,0,17.268028259277344,173
416,0,True,0,False,0,17.311973810195923,4825
417,0,True,0,False,0,17.229620218276978,1922
418,2,False,0,True,11,17.417867422103882,9252
419,0,True,0,False,0,17.29602313041687,5064
420,0,True,0,False,0,17.448293685913086,2137
421,0,True,0,False,0,17.311434984207153,935
422,0,True,0,False,0,17.752247095108032,6065
423,0,True,0,False,0,17.27934241294861,7201
424,0,True,0,False,0,17.414910316467285,1846
425,0,True,0,False,0,17.354362726211548,8416
426,0,True,0,False,0,17.6363844871521,11354
427,0,True,0,False,0,17.31272268295288,12141
428,0,True,0,False,0,17.177490711212158,4005
429,0,True,0,False,0,17.814708948135376,1662
430,0,True,0,False,0,17.346227407455444,5759
431,0,True,0,False,0,17.180538415908813,10519
432,0,True,0,False,0,17.27612018585205,11618
433,0,True,0,False,0,17.511460542678833,10706
434,0,True,0,False,0,17.274319648742676,4008
435,0,True,0,False,0,17.25971245765686,2117
436,0,True,0,False,0,17.227109670639038,7609
437,0,True,0,False,0,17.2347891330719,8350
438,0,True,0,False,0,17.24710702896118,12355
439,0,True,0,False,0,17.25134563446045,855
440,0,True,0,False,0,17.235411882400513,2610
441,0,True,0,False,0,17.225952863693237,11162
442,0,True,0,False,0,17.261653661727905,1133
443,0,True,0,False,0,17.34672737121582,3092
444,0,True,0,False,0,17.344550848007202,1899
445,0,True,0,False,0,17.22718620300293,12658
446,0,True,0,False,0,17.281043767929077,3486
447,0,True,0,False,0,17.250763416290283,12211
448,0,True,0,False,0,17.20777916908264,3269
449,0,True,0,False,0,17.29737877845764,2039
450,0,True,0,False,0,17.34141778945923,1463
451,0,True,0,False,0,17.22767949104309,654
452,0,True,0,False,0,17.336509227752686,8602
453,0,True,0,False,0,17.408484935760498,8
454,0,True,0,False,0,17.3309428691864,7731
455,0,True,0,False,0,17.227721452713013,1436
456,0,True,0,False,0,17.238131046295166,4294
457,0,True,0,False,0,17.253472089767456,2010
458,0,True,0,False,0,17.21146559715271,1330
459,0,True,0,False,0,17.339130878448486,8872
460,0,True,0,False,0,17.2827308177948,11989
461,0,True,0,False,0,17.165823459625244,10888
462,0,True,0,False,0,17.481912851333618,2200
463,0,True,0,False,0,17.255538940429688,7898
464,0,True,0,False,0,17.24047303199768,1441
465,0,True,0,False,0,17.24848699569702,3068
466,0,True,0,False,0,17.21941566467285,6737
467,0,True,0,False,0,17.296834230422974,12376
468,0,True,0,False,0,17.3205087184906,5123
469,0,True,0,False,0,17.26311182975769,8463
470,0,True,0,False,0,17.78153395652771,4144
471,0,True,0,False,0,17.27987813949585,9602
472,0,True,0,False,0,17.217759132385254,5403
473,0,True,0,False,0,17.25635290145874,11981
474,0,True,0,False,0,17.293095588684082,1525
475,0,True,0,False,0,17.345632314682007,3440
476,0,True,0,False,0,17.32729411125183,11053
477,0,True,0,False,0,17.37701654434204,11792
478,0,True,0,False,0,17.39365792274475,11162
479,0,True,0,False,0,17.47543215751648,9511
480,0,True,0,False,0,17.32658076286316,7996
481,0,True,0,False,0,17.318647623062134,3146
482,0,True,0,False,0,17.320313692092896,12340
483,0,True,0,False,0,17.446150064468384,7126
484,0,True,0,False,0,17.37712574005127,10752
485,0,True,0,False,0,17.240591287612915,10056
486,0,True,0,False,0,17.344441652297974,2347
487,0,True,0,False,0,17.308462619781494,4271
488,0,True,0,False,0,17.189844608306885,330
489,0,True,0,False,0,17.354535818099976,11465
490,0,True,0,False,0,17.272144079208374,9289
491,2,False,0,True,11,17.705796718597412,12553
492,0,True,0,False,0,17.267934322357178,3449
493,0,True,0,False,0,17.279048919677734,12004
494,0,True,0,False,0,17.864887237548828,4842
495,0,True,0,False,0,19.78081965446472,11568
496,0,True,0,False,0,20.961071968078613,8554
497,0,True,0,False,0,21.085107803344727,10558
498,0,True,0,False,0,21.833293437957764,286
499,0,True,0,False,0,20.57726502418518,8688
500,0,True,0,False,0,20.483314037322998,2793
501,0,True,0,False,0,17.29789447784424,5215
502,0,True,0,False,0,17.342702388763428,7290
503,0,True,0,False,0,17.21767497062683,2651
504,0,True,0,False,0,17.1606183052063,11964
505,0,True,0,False,0,17.371179580688477,3387
506,2,False,0,True,6,17.738478899002075,7933
507,0,True,0,False,0,17.463685035705566,11200
508,0,True,0,False,0,17.41736102104187,6910
509,0,True,0,False,0,17.37483811378479,9784
510,0,True,0,False,0,17.55758261680603,470
511,0,True,0,False,0,17.384634017944336,6335
512,0,True,0,False,0,17.31744360923767,5480
513,0,True,0,False,0,17.411109447479248,5981
514,0,True,0,False,0,17.32477378845215,6308
515,0,True,0,False,0,17.319533824920654,9854
516,0,True,0,False,0,17.433555841445923,8931
517,0,True,0,False,0,17.37468123435974,8746
518,0,True,0,False,0,17.382087230682373,7609
519,0,True,0,False,0,17.76734733581543,11459
520,0,True,0,False,0,17.230375289916992,551
521,0,True,0,False,0,17.235551357269287,3369
522,0,True,0,False,0,17.20082449913025,2294
523,0,True,0,False,0,17.234806776046753,3972
524,0,True,0,False,0,17.169378519058228,1086
525,0,True,0,False,0,17.29188370704651,8942
526,0,True,0,False,0,17.3508083820343,1920
527,0,True,0,False,0,17.334091663360596,9460
528,0,True,0,False,0,17.32339572906494,1125
529,0,True,0,False,0,17.366623401641846,7784
530,0,True,0,False,0,17.31640386581421,4049
531,0,True,0,False,0,17.303943872451782,6873
532,0,True,0,False,0,17.360260725021362,3536
533,0,True,0,False,0,18.43220591545105,7204
534,0,True,0,False,0,17.68912124633789,10742
535,0,True,0,False,0,17.24371838569641,11425
536,0,True,0,False,0,17.37151336669922,12495
537,0,True,0,False,0,17.372286796569824,3004
538,0,True,0,False,0,17.294273614883423,11090
539,0,True,0,False,0,17.918861627578735,6642
540,0,True,0,False,0,17.312889575958252,4539
541,0,True,0,False,0,17.357617616653442,6515
542,0,True,0,False,0,17.262025833129883,6934
543,0,True,0,False,0,17.254766941070557,7184
544,0,True,0,False,0,17.315738916397095,572
545,0,True,0,False,0,17.188107013702393,11249
546,0,True,0,False,0,17.36309266090393,7454
547,0,True,0,False,0,17.474868774414062,10460
548,2,False,0,True,11,6.205146074295044,5725
549,0,True,0,False,0,17.579405307769775,5502
550,0,True,0,False,0,17.546019554138184,9409
551,0,True,0,False,0,17.90862512588501,8537
552,0,True,0,False,0,17.404577016830444,1281
553,0,True,0,False,0,17.39616632461548,2539
554,0,True,0,False,0,17.50665283203125,3598
555,0,True,0,False,0,17.989265203475952,594
556,0,True,0,False,0,17.340157747268677,4900
557,0,True,0,False,0,17.272791385650635,11027
558,0,True,0,False,0,17.18711829185486,6765
559,0,True,0,False,0,17.265504121780396,10708
560,0,True,0,False,0,17.301134824752808,9078
561,0,True,0,False,0,17.411889791488647,11458
562,0,True,0,False,0,17.450434923171997,6422
563,0,True,0,False,0,17.296347856521606,9007
564,0,True,0,False,0,17.296236276626587,11990
565,0,True,0,False,0,17.40604043006897,1535
566,0,True,0,False,0,17.319023609161377,10256
567,0,True,0,False,0,17.19474148750305,3453
568,0,True,0,False,0,17.208646774291992,5832
569,0,True,0,False,0,17.34731149673462,12353
570,0,True,0,False,0,17.236886501312256,6080
571,0,True,0,False,0,17.269043445587158,346
572,0,True,0,False,0,17.21710968017578,2134
573,0,True,0,False,0,17.279133796691895,1993
574,0,True,0,False,0,17.27325749397278,8882
575,0,True,0,False,0,17.187342643737793,4516
576,0,True,0,False,0,17.203222036361694,7461
577,0,True,0,False,0,17.431344985961914,3235
578,0,True,0,False,0,20.43231511116028,6149
579,0,True,0,False,0,17.402371406555176,10245
580,0,True,0,False,0,17.300029754638672,985
581,0,True,0,False,0,17.246739864349365,11348
582,0,True,0,False,0,17.29671573638916,10164
583,0,True,0,False,0,17.692620754241943,6516
584,0,True,0,False,0,17.263933897018433,6537
585,0,True,0,False,0,17.201504945755005,1081
586,0,True,0,False,0,17.31841468811035,9485
587,0,True,0,False,0,17.270907878875732,6219
588,0,True,0,False,0,17.253368139266968,7376
589,0,True,0,False,0,17.339298248291016,9983
590,0,True,0,False,0,17.201660871505737,11342
591,0,True,0,False,0,17.250284910202026,1661
592,0,True,0,False,0,17.298853397369385,629
593,0,True,0,False,0,17.241429090499878,9658
594,0,True,0,False,0,17.21961522102356,4662
595,0,True,0,False,0,17.209954500198364,2824
596,0,True,0,False,0,17.256932735443115,5889
597,0,True,0,False,0,17.19438886642456,2455
598,0,True,0,False,0,17.569520235061646,11504
599,0,True,0,False,0,17.355255603790283,8444
600,0,True,0,False,0,17.593857288360596,9281
601,0,True,0,False,0,17.244107961654663,3800
602,0,True,0,False,0,17.263722896575928,2821
603,0,True,0,False,0,17.320730924606323,9818
604,0,True,0,False,0,17.574713945388794,4094
605,0,True,0,False,0,17.28834319114685,4421
606,0,True,0,False,0,17.416890621185303,1036
